"ERR2103718_sorted"	"ERR2103722_sorted"	"ERR2103723_sorted"
"gene:Rv1532c"	22	28	29
"gene:Rv1533"	271	315	264
"gene:Rv1534"	201	208	188
"gene:Rv1535"	91	240	129
"gene:Rv1536"	605	963	717
"gene:Rv1537"	29	33	25
"gene:Rv1538c"	78	123	94
"gene:Rv1539"	442	484	336
"gene:Rv1540"	360	445	318
"gene:Rv1541c"	53	65	110
"gene:Rv1542c"	4	25	248
"gene:Rv1543"	535	872	683
"gene:Rv1544"	271	368	310
"gene:Rv1545"	38	62	51
"gene:Rv1546"	158	201	128
"gene:Rv1547"	2267	3281	2198
"gene:Rv1548c"	212	340	367
"gene:Rv1549"	57	67	53
"gene:Rv1550"	192	222	194
"gene:Rv1551"	158	172	146
"gene:Rv1552"	244	130	99
"gene:Rv1553"	73	27	24
"gene:Rv1554"	29	12	12
"gene:Rv1555"	40	23	16
"gene:Rv1556"	76	60	42
"gene:Rv1557"	106	89	70
"gene:Rv1558"	198	298	198
"gene:Rv1559"	904	891	742
"gene:Rv1560"	43	65	45
"gene:Rv1561"	64	101	65
"gene:Rv1562c"	137	167	126
"gene:Rv1563c"	161	200	159
"gene:Rv1564c"	476	676	503
"gene:Rv1565c"	581	1125	741
"gene:Rv1566c"	190	492	339
"gene:Rv1567c"	129	161	162
"gene:Rv1568"	63	112	68
"gene:Rv1569"	68	71	59
"gene:Rv1570"	23	46	27
"gene:Rv1571"	10	22	15
"gene:Rv1572c"	5	14	11
"gene:Rv1573"	11	25	27
"gene:Rv1574"	16	22	20
"gene:Rv1575"	0	9	12
"gene:Rv1576c"	100	178	138
"gene:Rv1577c"	48	116	62
"gene:Rv1578c"	15	29	25
"gene:Rv1579c"	12	26	15
"gene:Rv1580c"	22	25	29
"gene:Rv1581c"	7	10	4
"gene:Rv1582c"	30	61	51
"gene:Rv1583c"	1	3	2
"gene:Rv1584c"	16	18	21
"gene:Rv1585c"	34	45	49
"gene:Rv1586c"	55	120	111
"gene:Rv1587c"	8	8	7
"gene:Rv1588c"	25	52	31
"gene:Rv1589"	328	409	285
"gene:Rv1590"	83	88	64
"gene:Rv1591"	152	208	171
"gene:Rv1592c"	156	409	301
"gene:Rv1593c"	378	383	358
"gene:Rv1594"	1428	1866	1674
"gene:Rv1595"	690	1143	991
"gene:Rv1596"	870	1260	1181
"gene:Rv1597"	158	234	220
"gene:Rv1598c"	258	307	216
"gene:Rv1599"	266	373	218
"gene:Rv1600"	352	507	368
"gene:Rv1601"	134	266	159
"gene:Rv1602"	132	222	152
"gene:Rv1603"	153	238	177
"gene:Rv1604"	159	279	167
"gene:Rv1605"	167	237	137
"gene:Rv1606"	124	186	134
"gene:Rv1607"	112	209	132
"gene:Rv1608c"	397	484	339
"gene:Rv1609"	469	557	418
"gene:Rv1610"	81	100	87
"gene:Rv1611"	1228	1711	1256
"gene:Rv1612"	1158	1908	1414
"gene:Rv1613"	793	1309	852
"gene:Rv1614"	1636	2336	1600
"gene:Rv1615"	415	459	389
"gene:Rv1616"	258	276	208
"gene:Rv1617"	930	946	689
"gene:Rv1618"	768	833	619
"gene:Rv1619"	123	145	135
"gene:Rv1620c"	127	85	71
"gene:Rv1621c"	193	123	104
"gene:Rv1622c"	284	142	150
"gene:Rv1623c"	716	461	391
"gene:Rv1624c"	423	407	290
"gene:Rv1625c"	304	358	342
"gene:Rv1626"	1521	1595	1225
"gene:Rv1627c"	295	340	276
"gene:Rv1628c"	158	192	163
"gene:Rv1629"	224	370	251
"gene:Rv1630"	3767	5946	4150
"gene:Rv1631"	543	934	641
"gene:Rv1632c"	108	286	162
"gene:Rv1633"	839	898	704
"gene:Rv1634"	243	258	217
"gene:Rv1635c"	114	264	176
"gene:Rv1636"	326	624	509
"gene:Rv1637c"	242	259	182
"gene:Rv1638"	915	981	743
"gene:Rv1638A"	1415	983	1066
"gene:Rv1639c"	5003	3230	3218
"gene:Rv1640c"	458	488	422
"gene:Rv1641"	3567	3582	2785
"gene:Rv1642"	563	696	550
"gene:Rv1643"	959	1039	873
"gene:Rv1644"	302	418	305
"gene:Rv1645c"	159	151	123
"gene:Rv1646"	495	432	493
"gene:Rv1647"	98	91	100
"gene:Rv1648"	190	222	208
"gene:Rv1649"	162	272	185
"gene:Rv1650"	365	493	401
"gene:Rv1651c"	557	408	427
"gene:Rv1652"	10	23	46
"gene:Rv1653"	40	67	75
"gene:Rv1654"	34	42	66
"gene:Rv1655"	29	66	63
"gene:Rv1656"	40	58	79
"gene:Rv1657"	11	17	17
"gene:Rv1658"	206	266	325
"gene:Rv1659"	108	154	194
"gene:Rv1660"	282	274	260
"gene:Rv1661"	785	698	649
"gene:Rv1662"	1050	800	658
"gene:Rv1663"	215	237	204
"gene:Rv1664"	466	470	383
"gene:Rv1665"	159	181	201
"gene:Rv1666c"	143	122	107
"gene:Rv1667c"	48	69	36
"gene:Rv1668c"	135	156	102
"gene:Rv1669"	7	1	3
"gene:Rv1670"	39	30	38
"gene:Rv1671"	18	23	17
"gene:Rv1672c"	107	110	87
"gene:Rv1673c"	19	35	19
"gene:Rv1674c"	6	10	14
"gene:Rv1675c"	42	34	36
"gene:Rv1676"	435	557	414
"gene:Rv1677"	269	436	313
"gene:Rv1678"	271	355	269
"gene:Rv1679"	324	374	254
"gene:Rv1680"	183	220	193
"gene:Rv1681"	184	216	175
"gene:Rv1682"	79	168	127
"gene:Rv1683"	757	1029	720
"gene:Rv1684"	32	68	52
"gene:Rv1685c"	33	61	39
"gene:Rv1686c"	28	45	31
"gene:Rv1687c"	42	53	47
"gene:Rv1688"	12	21	12
"gene:Rv1689"	294	397	318
"gene:Rv1690"	68	157	95
"gene:Rv1691"	50	70	54
"gene:Rv1692"	66	113	88
"gene:Rv1693"	121	122	92
"gene:Rv1694"	153	146	160
"gene:Rv1695"	439	389	279
"gene:Rv1696"	288	287	226
"gene:Rv1697"	1016	2401	1445
"gene:Rv1698"	365	891	583
"gene:Rv1699"	1291	1446	991
"gene:Rv1700"	247	272	158
"gene:Rv1701"	257	265	192
"gene:Rv1702c"	51	153	133
"gene:Rv1703c"	485	695	547
"gene:Rv1704c"	543	849	533
"gene:Rv1705c"	14	15	26
"gene:Rv1706c"	37	41	40
"gene:Rv1706A"	4	1	4
"gene:Rv1707"	992	959	835
"gene:Rv1708"	190	451	321
"gene:Rv1709"	142	427	274
"gene:Rv1710"	215	364	241
"gene:Rv1711"	302	465	317
"gene:Rv1712"	187	234	143
"gene:Rv1713"	426	434	336
"gene:Rv1714"	30	60	50
"gene:Rv1715"	24	32	15
"gene:Rv1716"	57	93	86
"gene:Rv1717"	9	23	15
"gene:Rv1718"	65	105	63
"gene:Rv1719"	38	50	30
"gene:Rv1720c"	14	34	18
"gene:Rv1721c"	10	17	14
"gene:Rv1722"	129	152	171
"gene:Rv1723"	33	54	50
"gene:Rv1724c"	141	128	120
"gene:Rv1725c"	67	72	50
"gene:Rv1726"	7	3	3
"gene:Rv1727"	7	10	9
"gene:Rv1728c"	176	330	232
"gene:Rv1729c"	58	108	104
"gene:Rv1730c"	92	296	171
"gene:Rv1731"	303	385	309
"gene:Rv1732c"	197	328	255
"gene:Rv1733c"	899	662	1194
"gene:Rv1734c"	4	8	14
"gene:Rv1735c"	13	77	94
"gene:Rv1736c"	642	1463	2575
"gene:Rv1737c"	1273	1175	2007
"gene:Rv1738"	9743	5733	10487
"gene:Rv1739c"	58	122	80
"gene:Rv1740"	55	64	61
"gene:Rv1741"	68	73	55
"gene:Rv1742"	85	105	77
"gene:Rv1743"	569	605	494
"gene:Rv1744c"	5	17	7
"gene:Rv1745c"	9	19	12
"gene:Rv1746"	326	364	245
"gene:Rv1747"	1251	1757	1283
"gene:Rv1748"	52	51	43
"gene:Rv1749c"	172	310	220
"gene:Rv1750c"	134	231	165
"gene:Rv1751"	603	1233	815
"gene:Rv1752"	58	149	77
"gene:Rv1753c"	167	248	254
"gene:Rv1754c"	108	352	267
"gene:Rv1755c"	17	24	22
"gene:Rv1756c"	30	23	20
"gene:Rv1757c"	13	14	14
"gene:Rv1758"	2	3	3
"gene:Rv1759c"	19	26	19
"gene:Rv1760"	1015	351	425
"gene:Rv1761c"	15	25	16
"gene:Rv1762c"	60	122	77
"gene:Rv1763"	19	19	9
"gene:Rv1764"	24	37	25
"gene:Rv1765c"	155	223	206
"gene:Rv1765A"	10	9	9
"gene:Rv1766"	118	139	130
"gene:Rv1767"	33	41	40
"gene:Rv1768"	185	243	163
"gene:Rv1769"	655	783	588
"gene:Rv1770"	393	489	404
"gene:Rv1771"	706	914	712
"gene:Rv1772"	256	415	338
"gene:Rv1773c"	16	33	20
"gene:Rv1774"	124	183	131
"gene:Rv1775"	181	242	188
"gene:Rv1776c"	14	38	26
"gene:Rv1777"	31	41	25
"gene:Rv1778c"	61	165	144
"gene:Rv1779c"	133	237	239
"gene:Rv1780"	258	394	306
"gene:Rv1781c"	48	48	50
"gene:Rv1782"	1739	1768	1695
"gene:Rv1783"	5442	5527	5572
"gene:Rv1785c"	101	161	126
"gene:Rv1786"	64	74	80
"gene:Rv1787"	64	90	77
"gene:Rv1788"	13	29	25
"gene:Rv1789"	491	480	454
"gene:Rv1790"	39	29	34
"gene:Rv1791"	1265	1420	1494
"gene:Rv1793"	2889	2461	2520
"gene:Rv1794"	2377	2876	2568
"gene:Rv1795"	1670	2038	1670
"gene:Rv1796"	2011	2391	1935
"gene:Rv1797"	2363	2317	1836
"gene:Rv1798"	1962	2221	1766
"gene:Rv1799"	200	148	147
"gene:Rv1800"	310	316	254
"gene:Rv1801"	23	27	29
"gene:Rv1802"	37	33	38
"gene:Rv1803c"	204	200	221
"gene:Rv1804c"	11	13	64
"gene:Rv1805c"	1	0	0
"gene:Rv1806"	2	8	7
"gene:Rv1807"	6	7	9
"gene:Rv1808"	84	80	61
"gene:Rv1809"	223	282	251
"gene:Rv1810"	749	924	905
"gene:Rv1811"	116	174	125
"gene:Rv1812c"	227	251	527
"gene:Rv1813c"	2088	754	3262
"gene:Rv1814"	243	214	188
"gene:Rv1815"	464	1096	802
"gene:Rv1816"	152	364	220
"gene:Rv1817"	120	157	136
"gene:Rv1818c"	200	187	169
"gene:Rv1819c"	169	273	210
"gene:Rv1820"	205	264	211
"gene:Rv1821"	2478	2741	1946
"gene:Rv1822"	247	294	217
"gene:Rv1823"	620	464	452
"gene:Rv1824"	421	339	279
"gene:Rv1825"	1433	983	864
"gene:Rv1826"	1758	1434	1170
"gene:Rv1827"	2954	2638	2176
"gene:Rv1828"	1369	1268	977
"gene:Rv1829"	1193	869	880
"gene:Rv1830"	799	1169	864
"gene:Rv1831"	593	567	495
"gene:Rv1832"	814	983	891
"gene:Rv1833c"	195	127	116
"gene:Rv1834"	138	90	99
"gene:Rv1835c"	106	276	179
"gene:Rv1836c"	554	965	703
"gene:Rv1837c"	1191	2323	1555
"gene:Rv1838c"	42	86	79
"gene:Rv1839c"	25	50	33
"gene:Rv1840c"	103	99	61
"gene:Rv1841c"	1141	679	541
"gene:Rv1842c"	947	617	565
"gene:Rv1843c"	2147	1225	1227
"gene:Rv1844c"	794	804	703
"gene:Rv1845c"	174	195	194
"gene:Rv1846c"	717	756	800
"gene:Rv1847"	108	111	101
"gene:Rv1848"	57	88	126
"gene:Rv1849"	50	67	84
"gene:Rv1850"	311	419	626
"gene:Rv1851"	42	53	60
"gene:Rv1852"	78	86	102
"gene:Rv1853"	69	106	131
"gene:Rv1854c"	312	494	389
"gene:Rv1855c"	408	442	358
"gene:Rv1856c"	365	776	589
"gene:Rv1857"	467	835	579
"gene:Rv1858"	44	58	47
"gene:Rv1859"	175	215	177
"gene:Rv1860"	264	349	262
"gene:Rv1861"	112	126	81
"gene:Rv1862"	195	160	150
"gene:Rv1863c"	1138	1143	810
"gene:Rv1864c"	111	153	109
"gene:Rv1865c"	86	93	71
"gene:Rv1866"	118	130	108
"gene:Rv1867"	144	133	125
"gene:Rv1868"	229	210	200
"gene:Rv1869c"	1964	1906	1621
"gene:Rv1870c"	1970	2943	2527
"gene:Rv1871c"	4800	4407	4192
"gene:Rv1872c"	21432	18862	16318
"gene:Rv1873"	5	11	6
"gene:Rv1874"	178	215	150
"gene:Rv1875"	135	158	130
"gene:Rv1876"	503	574	519
"gene:Rv1877"	773	589	508
"gene:Rv1878"	159	124	108
"gene:Rv1879"	100	94	77
"gene:Rv1880c"	1157	1224	913
"gene:Rv1881c"	306	393	354
"gene:Rv1882c"	279	434	321
"gene:Rv1883c"	858	1349	1026
"gene:Rv1884c"	940	2148	1521
"gene:Rv1885c"	341	476	321
"gene:Rv1886c"	1550	1815	1624
"gene:Rv1887"	1236	1636	1245
"gene:Rv1888c"	205	195	168
"gene:Rv1888A"	23	38	35
"gene:Rv1889c"	22	29	28
"gene:Rv1890c"	42	49	23
"gene:Rv1891"	734	569	454
"gene:Rv1892"	351	219	250
"gene:Rv1893"	455	282	285
"gene:Rv1894c"	110	140	88
"gene:Rv1895"	96	118	100
"gene:Rv1896c"	184	240	159
"gene:Rv1897c"	50	69	38
"gene:Rv1898"	116	140	106
"gene:Rv1899c"	972	963	920
"gene:Rv1900c"	542	463	381
"gene:Rv1901"	474	539	454
"gene:Rv1902c"	146	164	117
"gene:Rv1903"	123	159	137
"gene:Rv1904"	1503	1186	1136
"gene:Rv1905c"	458	479	448
"gene:Rv1906c"	1260	1091	1058
"gene:Rv1907c"	88	122	92
"gene:Rv1908c"	1642	1796	1442
"gene:Rv1909c"	81	124	79
"gene:Rv1910c"	99	123	109
"gene:Rv1911c"	272	321	260
"gene:Rv1912c"	121	193	125
"gene:Rv1913"	36	65	43
"gene:Rv1914c"	97	96	95
"gene:Rv1915"	943	913	757
"gene:Rv1916"	618	600	473
"gene:Rv1917c"	174	185	110
"gene:Rv1918c"	1219	870	669
"gene:Rv1919c"	672	820	649
"gene:Rv1920"	249	218	197
"gene:Rv1921c"	53	58	39
"gene:Rv1922"	284	217	178
"gene:Rv1923"	758	819	555
"gene:Rv1924c"	142	205	172
"gene:Rv1925"	4306	5333	3866
"gene:Rv1926c"	588	417	399
"gene:Rv1927"	123	186	127
"gene:Rv1928c"	52	41	42
"gene:Rv1929c"	84	162	99
"gene:Rv1930c"	16	12	3
"gene:Rv1931c"	21	39	22
"gene:Rv1932"	550	661	451
"gene:Rv1933c"	4	1	6
"gene:Rv1934c"	10	22	4
"gene:Rv1935c"	13	24	22
"gene:Rv1936"	46	60	37
"gene:Rv1937"	67	110	60
"gene:Rv1938"	34	42	35
"gene:Rv1939"	10	9	10
"gene:Rv1940"	17	26	15
"gene:Rv1941"	82	107	72
"gene:Rv1942c"	54	112	99
"gene:Rv1943c"	69	112	91
"gene:Rv1944c"	36	64	39
"gene:Rv1945"	98	115	66
"gene:Rv1946c"	31	16	26
"gene:Rv1947"	88	149	111
"gene:Rv1948c"	44	63	44
"gene:Rv1949c"	31	60	33
"gene:Rv1950c"	26	24	18
"gene:Rv1951c"	31	31	27
"gene:Rv1952"	155	143	123
"gene:Rv1953"	58	54	63
"gene:Rv1954c"	14	11	16
"gene:Rv1954A"	354	548	375
"gene:Rv1955"	82	116	83
"gene:Rv1956"	109	137	101
"gene:Rv1957"	266	325	245
"gene:Rv1958c"	3	16	16
"gene:Rv1959c"	47	67	51
"gene:Rv1960c"	30	66	55
"gene:Rv1961"	24	25	27
"gene:Rv1962c"	51	99	60
"gene:Rv1962A"	73	106	106
"gene:Rv1963c"	73	129	61
"gene:Rv1964"	40	40	27
"gene:Rv1965"	30	41	21
"gene:Rv1966"	49	32	16
"gene:Rv1967"	23	20	11
"gene:Rv1968"	32	21	11
"gene:Rv1969"	21	24	12
"gene:Rv1970"	34	32	14
"gene:Rv1971"	45	58	36
"gene:Rv1972"	17	16	6
"gene:Rv1973"	12	2	9
"gene:Rv1974"	14	12	10
"gene:Rv1975"	25	18	25
"gene:Rv1976c"	104	94	80
"gene:Rv1977"	321	296	249
"gene:Rv1978"	213	222	186
"gene:Rv1979c"	901	1334	1097
"gene:Rv1980c"	2050	2693	2195
"gene:Rv1981c"	322	530	343
"gene:Rv1982c"	41	89	67
"gene:Rv1982A"	48	128	96
"gene:Rv1983"	456	408	381
"gene:Rv1984c"	206	296	171
"gene:Rv1985c"	23	73	45
"gene:Rv1986"	70	196	444
"gene:Rv1987"	357	830	656
"gene:Rv1988"	182	198	157
"gene:Rv1989c"	148	142	125
"gene:Rv1990c"	141	121	135
"gene:Rv1990A"	24	35	16
"gene:Rv1991c"	52	91	43
"gene:Rv1991A"	33	44	43
"gene:Rv1992c"	200	564	380
"gene:Rv1993c"	21	62	70
"gene:Rv1994c"	66	221	180
"gene:Rv1995"	7	15	12
"gene:Rv1996"	3408	1353	2738
"gene:Rv1997"	1274	1327	2474
"gene:Rv1998c"	55	99	78
"gene:Rv1999c"	8	1	5
"gene:Rv2000"	72	109	57
"gene:Rv2001"	41	63	52
"gene:Rv2002"	108	158	127
"gene:Rv2003c"	180	563	930
"gene:Rv2004c"	496	1200	1984
"gene:Rv2005c"	1304	2165	4361
"gene:Rv2006"	575	864	1296
"gene:Rv2007c"	1318	3651	5568
"gene:Rv2008c"	11	24	19
"gene:Rv2009"	110	398	170
"gene:Rv2010"	83	345	210
"gene:Rv2011c"	9	25	25
"gene:Rv2012"	12	32	15
"gene:Rv2013"	0	1	0
"gene:Rv2014"	0	0	0
"gene:Rv2015c"	154	280	209
"gene:Rv2016"	42	101	75
"gene:Rv2017"	45	65	59
"gene:Rv2018"	186	213	157
"gene:Rv2019"	29	76	62
"gene:Rv2020c"	77	121	135
"gene:Rv2021c"	173	146	133
"gene:Rv2022c"	82	93	108
"gene:Rv2023c"	57	56	62
"gene:Rv2024c"	480	466	362
"gene:Rv2025c"	180	169	104
"gene:Rv2026c"	116	96	79
"gene:Rv2027c"	222	305	241
"gene:Rv2028c"	124	439	646
"gene:Rv2029c"	229	796	1091
"gene:Rv2030c"	2155	4953	7527
"gene:Rv2031c"	7468	10831	17752
"gene:Rv2032"	1539	1530	2417
"gene:Rv2033c"	60	85	50
"gene:Rv2034"	11	11	14
"gene:Rv2035"	68	83	61
"gene:Rv2036"	105	88	77
"gene:Rv2037c"	143	150	162
"gene:Rv2038c"	82	122	103
"gene:Rv2039c"	56	62	38
"gene:Rv2040c"	123	137	96
"gene:Rv2041c"	113	138	97
"gene:Rv2042c"	74	102	108
"gene:Rv2043c"	283	327	231
"gene:Rv2044c"	22	19	14
"gene:Rv2045c"	559	521	451
"gene:Rv2046"	124	163	145
"gene:Rv2047c"	431	526	371
"gene:Rv2048c"	4195	4659	3185
"gene:Rv2049c"	50	81	52
"gene:Rv2050"	374	363	354
"gene:Rv2051c"	793	1166	885
"gene:Rv2052c"	96	185	112
"gene:Rv2053c"	153	220	171
"gene:Rv2054"	235	255	159
"gene:Rv2055c"	16	14	4
"gene:Rv2056c"	3	6	2
"gene:Rv2057c"	15	19	4
"gene:Rv2058c"	2	0	5
"gene:Rv2059"	16	48	19
"gene:Rv2060"	0	0	0
"gene:Rv2061c"	230	264	229
"gene:Rv2062c"	500	511	382
"gene:Rv2063"	6	14	9
"gene:Rv2063A"	5	12	3
"gene:Rv2064"	45	48	38
"gene:Rv2065"	39	51	31
"gene:Rv2066"	103	131	91
"gene:Rv2067c"	353	593	395
"gene:Rv2068c"	270	382	255
"gene:Rv2069"	156	164	129
"gene:Rv2070c"	45	56	40
"gene:Rv2071c"	31	30	34
"gene:Rv2072c"	35	34	24
"gene:Rv2073c"	13	16	12
"gene:Rv2074"	281	575	439
"gene:Rv2075c"	117	171	123
"gene:Rv2076c"	50	101	99
"gene:Rv2077c"	1060	1015	940
"gene:Rv2077A"	16	29	20
"gene:Rv2078"	13	39	31
"gene:Rv2079"	138	241	175
"gene:Rv2080"	308	403	257
"gene:Rv2081c"	298	344	272
"gene:Rv2082"	686	750	647
"gene:Rv2083"	189	180	197
"gene:Rv2084"	388	392	351
"gene:Rv2085"	58	139	85
"gene:Rv2086"	4	15	14
"gene:Rv2087"	2	3	3
"gene:Rv2088"	118	164	118
"gene:Rv2089c"	18	35	21
"gene:Rv2090"	16	35	32
"gene:Rv2091c"	1524	1535	1160
"gene:Rv2092c"	907	887	656
"gene:Rv2093c"	576	637	471
"gene:Rv2094c"	1699	1638	1417
"gene:Rv2095c"	111	139	138
"gene:Rv2096c"	312	552	326
"gene:Rv2097c"	1096	1528	1085
"gene:Rv2100"	8	21	13
"gene:Rv2101"	647	992	727
"gene:Rv2102"	154	271	158
"gene:Rv2103c"	73	159	117
"gene:Rv2104c"	62	169	115
"gene:Rv2105"	16	16	12
"gene:Rv2106"	33	34	30
"gene:Rv2107"	16	37	22
"gene:Rv2108"	214	254	187
"gene:Rv2109c"	706	907	676
"gene:Rv2110c"	607	856	627
"gene:Rv2111c"	335	345	275
"gene:Rv2112c"	737	878	540
"gene:Rv2113"	114	109	76
"gene:Rv2114"	329	432	365
"gene:Rv2115c"	3688	3427	3207
"gene:Rv2116"	39	78	58
"gene:Rv2117"	8	10	11
"gene:Rv2118c"	107	139	114
"gene:Rv2119"	81	126	79
"gene:Rv2120c"	153	225	193
"gene:Rv2121c"	43	62	34
"gene:Rv2122c"	12	16	10
"gene:Rv2123"	9	6	8
"gene:Rv2124c"	1917	2108	2158
"gene:Rv2125"	245	317	281
"gene:Rv2126c"	17	26	24
"gene:Rv2127"	1222	1799	1415
"gene:Rv2128"	269	389	373
"gene:Rv2129c"	361	291	253
"gene:Rv2130c"	347	446	309
"gene:Rv2131c"	399	441	363
"gene:Rv2132"	119	225	190
"gene:Rv2133c"	104	129	122
"gene:Rv2134c"	531	514	468
"gene:Rv2135c"	233	277	222
"gene:Rv2136c"	463	644	479
"gene:Rv2137c"	3754	3120	2689
"gene:Rv2138"	394	508	485
"gene:Rv2139"	260	370	283
"gene:Rv2140c"	684	320	333
"gene:Rv2141c"	217	235	174
"gene:Rv2142c"	38	63	50
"gene:Rv2142A"	106	127	120
"gene:Rv2143"	125	105	102
"gene:Rv2144c"	542	1015	684
"gene:Rv2145c"	856	1894	1526
"gene:Rv2146c"	378	468	402
"gene:Rv2147c"	701	1654	1158
"gene:Rv2148c"	88	227	167
"gene:Rv2149c"	141	203	157
"gene:Rv2150c"	558	1120	801
"gene:Rv2151c"	214	239	202
"gene:Rv2152c"	534	504	379
"gene:Rv2153c"	105	91	87
"gene:Rv2154c"	1043	1174	823
"gene:Rv2155c"	499	477	377
"gene:Rv2156c"	1182	645	514
"gene:Rv2157c"	539	299	237
"gene:Rv2158c"	605	365	362
"gene:Rv2159c"	786	526	562
"gene:Rv2160A"	277	131	157
"gene:Rv2160c"	0	0	0
"gene:Rv2161c"	1366	933	888
"gene:Rv2162c"	1093	1034	913
"gene:Rv2163c"	288	744	413
"gene:Rv2164c"	74	186	136
"gene:Rv2165c"	147	404	303
"gene:Rv2166c"	263	879	621
"gene:Rv2167c"	23	21	27
"gene:Rv2168c"	15	11	12
"gene:Rv2169c"	669	510	412
"gene:Rv2170"	19	30	19
"gene:Rv2171"	89	203	113
"gene:Rv2172c"	479	788	748
"gene:Rv2173"	169	207	161
"gene:Rv2174"	323	395	310
"gene:Rv2175c"	196	192	172
"gene:Rv2176"	154	204	177
"gene:Rv2177c"	79	91	78
"gene:Rv2178c"	734	1314	931
"gene:Rv2179c"	29	38	30
"gene:Rv2180c"	43	38	28
"gene:Rv2181"	540	574	455
"gene:Rv2182c"	1575	1315	1141
"gene:Rv2183c"	266	278	205
"gene:Rv2184c"	480	574	402
"gene:Rv2185c"	725	701	611
"gene:Rv2186c"	175	186	159
"gene:Rv2187"	687	920	739
"gene:Rv2188c"	79	91	54
"gene:Rv2189c"	53	156	110
"gene:Rv2190c"	1340	2104	1483
"gene:Rv2191"	37	60	51
"gene:Rv2192c"	116	171	137
"gene:Rv2193"	1808	1791	1376
"gene:Rv2194"	1185	1368	1056
"gene:Rv2195"	2673	2665	2220
"gene:Rv2196"	4136	3797	2914
"gene:Rv2197c"	299	315	234
"gene:Rv2198c"	325	536	412
"gene:Rv2199c"	823	1004	888
"gene:Rv2200c"	2020	2690	2051
"gene:Rv2201"	207	233	185
"gene:Rv2202c"	1067	1285	1131
"gene:Rv2203"	105	177	117
"gene:Rv2204c"	2312	2485	2180
"gene:Rv2205c"	130	110	105
"gene:Rv2206"	221	263	247
"gene:Rv2207"	128	123	124
"gene:Rv2208"	53	68	53
"gene:Rv2209"	299	202	247
"gene:Rv2210c"	283	433	279
"gene:Rv2211c"	301	405	286
"gene:Rv2212"	157	210	169
"gene:Rv2213"	286	313	252
"gene:Rv2214c"	803	990	677
"gene:Rv2215"	1469	1396	1061
"gene:Rv2216"	465	477	318
"gene:Rv2217"	205	246	163
"gene:Rv2218"	479	570	489
"gene:Rv2219"	552	704	495
"gene:Rv2219A"	93	114	79
"gene:Rv2220"	2449	3091	3422
"gene:Rv2221c"	872	817	654
"gene:Rv2222c"	1123	1666	1270
"gene:Rv2223c"	167	281	204
"gene:Rv2224c"	659	836	605
"gene:Rv2225"	69	107	82
"gene:Rv2226"	159	202	161
"gene:Rv2227"	89	131	114
"gene:Rv2228c"	291	376	273
"gene:Rv2229c"	195	211	142
"gene:Rv2230c"	111	140	88
"gene:Rv2231c"	101	155	82
"gene:Rv2231A"	1	3	0
"gene:Rv2231B"	27	14	13
"gene:Rv2232"	46	74	55
"gene:Rv2234"	63	68	62
"gene:Rv2235"	169	196	149
"gene:Rv2236c"	17	16	19
"gene:Rv2237"	162	195	166
"gene:Rv2237A"	365	306	294
"gene:Rv2238c"	604	764	563
"gene:Rv2239c"	926	1023	727
"gene:Rv2240c"	166	268	180
"gene:Rv2241"	2419	2598	1872
"gene:Rv2242"	178	257	250
"gene:Rv2243"	641	1040	711
"gene:Rv2244"	2152	3635	2215
"gene:Rv2245"	2841	3920	2667
"gene:Rv2246"	1736	2369	1686
"gene:Rv2247"	2208	2541	1901
"gene:Rv2248"	267	453	326
"gene:Rv2249c"	11	22	17
"gene:Rv2250c"	4	17	4
"gene:Rv2250A"	15	18	21
"gene:Rv2251"	66	121	75
"gene:Rv2252"	67	101	83
"gene:Rv2253"	13	47	52
"gene:Rv2254c"	4	13	12
"gene:Rv2255c"	27	96	49
"gene:Rv2256c"	557	1179	972
"gene:Rv2257c"	288	340	267
"gene:Rv2258c"	881	974	639
"gene:Rv2259"	299	363	270
"gene:Rv2260"	207	276	194
"gene:Rv2261c"	32	17	20
"gene:Rv2262c"	85	61	53
"gene:Rv2263"	83	91	73
"gene:Rv2264c"	172	159	124
"gene:Rv2265"	28	26	31
"gene:Rv2266"	408	185	172
"gene:Rv2267c"	179	156	183
"gene:Rv2268c"	148	99	92
"gene:Rv2269c"	1	3	2
"gene:Rv2270"	24	30	13
"gene:Rv2271"	469	656	575
"gene:Rv2272"	181	240	194
"gene:Rv2273"	37	53	36
"gene:Rv2274c"	16	19	15
"gene:Rv2274A"	3	12	13
"gene:Rv2275"	145	388	262
"gene:Rv2276"	155	370	211
"gene:Rv2277c"	7	8	6
"gene:Rv2278"	14	20	17
"gene:Rv2279"	24	25	27
"gene:Rv2280"	576	666	445
"gene:Rv2281"	102	144	113
"gene:Rv2282c"	32	48	30
"gene:Rv2283"	0	4	3
"gene:Rv2284"	241	227	163
"gene:Rv2285"	342	349	261
"gene:Rv2286c"	118	130	134
"gene:Rv2287"	88	101	76
"gene:Rv2288"	438	415	351
"gene:Rv2289"	1407	1533	1179
"gene:Rv2290"	515	802	698
"gene:Rv2291"	689	734	576
"gene:Rv2292c"	7	16	16
"gene:Rv2293c"	59	107	90
"gene:Rv2294"	145	242	154
"gene:Rv2295"	509	693	560
"gene:Rv2296"	320	412	339
"gene:Rv2297"	216	268	251
"gene:Rv2298"	403	412	326
"gene:Rv2299c"	996	1298	931
"gene:Rv2300c"	72	78	74
