"SRR5689224_sorted"	"SRR5689225_sorted"	"SRR5689226_sorted"	"SRR5689227_sorted"	"SRR5689228_sorted"	"SRR5689229_sorted"	"SRR5689230_sorted"	"SRR5689231_sorted"	"SRR5689232_sorted"	"SRR5689233_sorted"	"SRR5689234_sorted"	"SRR5689235_sorted"
"gene:Rv1889c"	126	143	68	102	220	46	34	34	17	14	47	154
"gene:Rv1890c"	88	108	154	230	406	152	34	24	38	31	154	349
"gene:Rv1891"	2173	2269	1115	1448	4073	3320	3039	2787	461	459	2579	2315
"gene:Rv1892"	272	351	148	184	458	270	307	239	63	53	299	299
"gene:Rv1893"	485	561	335	436	965	549	1104	1349	249	274	568	592
"gene:Rv1894c"	1550	1821	2089	3073	11836	5702	4895	6189	1484	1287	22906	23013
"gene:Rv1895"	440	415	3539	4353	6148	4646	360	293	275	317	6252	4328
"gene:Rv1896c"	754	688	956	1161	768	327	569	676	152	194	240	703
"gene:Rv1897c"	293	253	568	721	538	276	90	56	47	129	164	217
"gene:Rv1898"	842	1024	417	675	1218	538	595	603	257	245	745	1764
"gene:Rv1899c"	8686	10034	4087	5857	11408	7286	5467	4669	3297	3104	8641	6865
"gene:Rv1900c"	3171	3236	1973	2734	3405	1317	1929	1523	693	789	1434	2302
"gene:Rv1901"	3884	3632	1123	1590	2075	743	1523	1211	317	460	766	1438
"gene:Rv1902c"	601	619	299	413	710	276	314	244	80	103	232	465
"gene:Rv1903"	379	424	255	337	225	44	331	419	65	119	46	77
"gene:Rv1904"	3705	3225	927	1107	5894	2818	2785	1726	1965	1836	2702	1194
"gene:Rv1905c"	2997	2736	844	1178	2399	1106	637	495	703	638	1198	2298
"gene:Rv1906c"	3429	3385	695	885	3687	1998	1524	1141	1040	685	2327	2860
"gene:Rv1907c"	704	714	488	743	801	267	356	391	790	638	445	1799
"gene:Rv1908c"	8390	8679	5551	7854	12973	4234	8330	8721	15865	11518	15506	45797
"gene:Rv1909c"	246	257	590	725	1124	593	325	253	298	319	1810	4481
"gene:Rv1910c"	476	466	240	315	792	395	312	365	436	289	333	753
"gene:Rv1911c"	2852	2751	1526	2001	4365	1589	1657	1691	2813	1749	1538	3191
"gene:Rv1912c"	744	904	211	318	1430	356	737	737	230	167	294	1301
"gene:Rv1913"	321	313	121	194	655	210	124	79	44	40	230	487
"gene:Rv1914c"	462	436	111	184	553	267	130	126	62	58	265	346
"gene:Rv1915"	3726	4050	1026	1308	6897	2658	4570	5341	1601	1155	3113	7104
"gene:Rv1916"	2691	2673	460	605	3920	1203	1992	2046	1741	1190	1818	4180
"gene:Rv1917c"	237	244	273	373	523	203	68	72	20	26	101	309
"gene:Rv1918c"	1986	2164	785	1124	1453	342	1241	1083	374	479	378	897
"gene:Rv1919c"	1968	1900	311	388	1064	304	1425	1281	168	260	271	437
"gene:Rv1920"	975	1062	256	407	1896	856	714	748	197	136	858	1249
"gene:Rv1921c"	139	147	594	798	234	86	98	84	80	96	57	98
"gene:Rv1922"	560	536	549	708	1366	688	331	324	253	152	447	1048
"gene:Rv1923"	3806	3942	957	1286	2341	637	3056	2940	480	570	872	1374
"gene:Rv1924c"	1407	1464	727	1069	653	125	1193	1248	173	305	197	359
"gene:Rv1925"	50662	53437	14151	18838	37080	8268	72263	65250	16450	16856	15457	42367
"gene:Rv1926c"	799	847	1871	2494	4343	1455	1417	1619	454	329	1148	876
"gene:Rv1927"	1457	1348	489	629	1452	473	3751	2541	498	442	484	1033
"gene:Rv1928c"	154	155	2413	3227	924	462	165	203	64	76	305	224
"gene:Rv1929c"	1266	935	4204	4651	4557	2199	447	435	345	569	1053	866
"gene:Rv1930c"	73	72	68	74	106	33	93	89	27	37	55	76
"gene:Rv1931c"	657	704	254	300	1083	431	434	348	161	236	408	473
"gene:Rv1932"	5552	5978	858	1232	1968	466	5988	6127	525	801	397	503
"gene:Rv1933c"	46	35	101	117	33	6	21	19	14	19	30	97
"gene:Rv1934c"	28	31	119	161	45	17	34	29	32	35	55	190
"gene:Rv1935c"	60	69	216	309	138	60	85	52	31	70	137	559
"gene:Rv1936"	271	206	1275	1807	690	523	394	351	548	1108	1241	3264
"gene:Rv1937"	588	456	1346	1830	620	344	446	388	715	1308	626	2796
"gene:Rv1938"	228	231	411	645	292	125	196	184	297	444	216	1138
"gene:Rv1939"	114	104	272	363	141	62	105	85	260	363	112	597
"gene:Rv1940"	299	210	509	759	205	106	241	205	886	1165	214	1033
"gene:Rv1941"	498	488	175	236	358	109	147	96	169	230	125	425
"gene:Rv1942c"	975	732	215	266	1690	608	243	177	123	133	1494	3495
"gene:Rv1943c"	434	375	135	180	873	280	161	171	49	70	488	1736
"gene:Rv1944c"	384	385	108	182	661	126	164	105	93	86	152	234
"gene:Rv1945"	893	899	477	607	2174	840	1033	912	812	649	513	1310
"gene:Rv1946c"	73	54	82	114	219	72	35	19	40	28	78	92
"gene:Rv1947"	1150	1010	54	51	336	172	538	472	36	57	141	237
"gene:Rv1948c"	135	133	68	87	218	84	69	57	30	29	54	135
"gene:Rv1949c"	106	82	114	179	85	40	9	6	5	15	30	73
"gene:Rv1950c"	106	128	15	32	92	59	34	21	5	11	65	79
"gene:Rv1951c"	191	168	198	213	516	227	106	71	38	38	152	373
"gene:Rv1952"	258	252	90	158	444	262	157	124	63	72	303	228
"gene:Rv1953"	264	249	62	102	276	187	61	38	23	32	216	166
"gene:Rv1954c"	32	33	112	194	108	44	15	16	32	26	32	174
"gene:Rv1954A"	1921	2059	40025	50217	19604	10450	4028	3583	2594	2899	21295	87109
"gene:Rv1955"	414	345	9990	13769	3154	1399	394	379	722	847	4070	23828
"gene:Rv1956"	368	394	9147	11467	2109	928	267	216	616	673	2561	12948
"gene:Rv1957"	566	525	4155	5738	1135	555	309	291	578	601	1696	8808
"gene:Rv1958c"	72	64	459	559	187	133	19	13	14	21	267	342
"gene:Rv1959c"	499	477	328	391	689	476	87	79	61	81	1844	2077
"gene:Rv1960c"	806	802	858	948	2263	1588	378	332	76	147	3446	4775
"gene:Rv1961"	118	110	5681	7107	212	90	90	66	186	210	91	728
"gene:Rv1962c"	496	411	286	385	402	192	110	83	125	100	250	564
"gene:Rv1962A"	354	315	219	250	363	179	163	143	59	76	234	466
"gene:Rv1963c"	680	748	838	1256	1073	615	342	231	129	147	520	1530
"gene:Rv1964"	124	99	2294	3262	361	187	118	78	128	230	347	1285
"gene:Rv1965"	72	72	2081	2907	148	95	55	49	68	133	177	682
"gene:Rv1966"	108	103	3860	5502	198	88	93	66	142	159	144	653
"gene:Rv1967"	83	81	2661	3959	119	62	94	91	106	164	118	569
"gene:Rv1968"	60	64	2076	3145	108	58	87	93	117	136	98	346
"gene:Rv1969"	77	63	1645	2276	77	24	65	57	78	97	42	228
"gene:Rv1970"	111	128	1983	3074	115	49	60	71	89	125	65	304
"gene:Rv1971"	125	138	990	1612	99	24	62	73	106	132	42	223
"gene:Rv1972"	82	60	483	657	128	34	83	89	87	97	36	134
"gene:Rv1973"	45	59	204	295	63	12	54	57	104	116	30	97
"gene:Rv1974"	18	19	101	182	26	3	27	21	11	21	11	28
"gene:Rv1975"	44	38	347	516	149	39	34	55	53	61	20	64
"gene:Rv1976c"	500	586	393	459	1121	559	562	584	232	219	400	782
"gene:Rv1977"	1441	1473	1058	1487	4556	1425	937	836	606	656	1805	3169
"gene:Rv1978"	434	415	447	620	1049	247	676	657	150	151	210	338
"gene:Rv1979c"	3439	2925	871	1157	2160	549	418	311	203	467	372	843
"gene:Rv1980c"	8013	7192	1193	1590	6964	2124	2363	2039	769	1254	1157	1863
"gene:Rv1981c"	2195	1882	1735	2314	2295	851	731	569	745	946	1337	3003
"gene:Rv1982c"	839	803	413	565	556	297	283	262	163	184	873	2047
"gene:Rv1982A"	690	635	373	464	562	291	515	691	171	175	768	1722
"gene:Rv1983"	839	892	1006	1412	2920	1253	581	522	416	399	724	880
"gene:Rv1984c"	1191	1306	594	945	834	246	486	515	103	142	229	514
"gene:Rv1985c"	234	228	1411	1891	2353	2019	117	81	83	158	2283	5072
"gene:Rv1986"	692	600	4911	6897	22133	29361	825	754	146	452	2155	3150
"gene:Rv1987"	3390	3332	398	576	2874	994	4944	3657	430	578	176	458
"gene:Rv1988"	1247	1241	421	596	2392	585	1072	872	376	495	682	921
"gene:Rv1989c"	614	604	1765	2322	1918	750	513	517	351	290	2471	2392
"gene:Rv1990c"	711	781	1979	2475	3994	1483	2010	2084	689	651	3325	3320
"gene:Rv1990A"	113	111	809	1283	331	206	77	66	49	61	159	393
"gene:Rv1991c"	276	274	1376	1959	352	155	201	194	90	86	149	606
"gene:Rv1991A"	194	219	1163	1639	361	186	284	271	134	149	213	724
"gene:Rv1992c"	1969	1887	20645	29648	3632	3219	2847	2068	3348	3428	6523	20533
"gene:Rv1993c"	209	221	3125	3744	492	419	545	498	173	202	1696	4926
"gene:Rv1994c"	225	239	3220	4138	600	458	500	451	134	155	2473	7415
"gene:Rv1995"	39	53	1000	1421	223	62	31	21	45	55	113	167
"gene:Rv1996"	13013	14974	16127	22678	43706	26860	130663	120108	52045	39512	9034	18105
"gene:Rv1997"	5567	5664	2881	4141	34093	9605	45205	24585	2283	2726	2386	7723
"gene:Rv1998c"	305	313	228	317	396	147	169	180	69	82	107	138
"gene:Rv1999c"	38	35	196	383	146	56	30	18	19	17	58	54
"gene:Rv2000"	338	403	221	318	600	148	91	66	33	30	125	232
"gene:Rv2001"	274	250	128	171	184	31	70	72	28	30	42	81
"gene:Rv2002"	539	562	186	326	447	127	240	258	126	112	189	269
"gene:Rv2003c"	1807	1702	426	583	5647	639	17409	10741	677	388	597	2868
"gene:Rv2004c"	4903	5136	1017	1360	21958	4053	72595	37332	2160	1295	2346	10521
"gene:Rv2005c"	6706	7253	1292	1580	51184	10412	96789	51097	2240	1701	5582	20973
"gene:Rv2006"	2989	3013	735	1025	7324	710	19000	11516	928	882	1146	8937
"gene:Rv2007c"	18115	18001	3051	4842	71129	18106	33674	22617	2895	2961	8316	27374
"gene:Rv2008c"	102	96	306	356	270	88	74	30	29	24	248	433
"gene:Rv2009"	1854	1664	2419	2931	1467	604	428	381	599	914	735	1146
"gene:Rv2010"	2716	2370	8560	12108	1560	818	883	618	928	1983	882	2409
"gene:Rv2011c"	117	97	300	391	1042	1106	32	33	43	60	4008	6468
"gene:Rv2012"	41	49	2599	3350	1864	1332	33	18	36	153	4252	2657
"gene:Rv2013"	14	4	2006	3073	37	20	6	2	28	29	88	106
"gene:Rv2014"	0	1	1425	2067	13	2	0	1	16	23	4	42
"gene:Rv2015c"	1902	1898	351	466	1887	652	1316	1003	363	324	602	1487
"gene:Rv2016"	238	194	1651	2479	2675	1276	57	50	48	94	1793	8235
"gene:Rv2017"	373	384	1982	2939	2184	885	135	102	82	157	2291	7076
"gene:Rv2018"	767	759	1588	2166	1889	592	614	778	495	408	1617	3496
"gene:Rv2019"	368	314	1270	1734	565	202	63	68	150	128	285	564
"gene:Rv2020c"	326	307	332	477	1955	990	161	136	114	121	4045	2286
"gene:Rv2021c"	308	328	471	573	2872	1576	270	265	141	123	5181	2432
"gene:Rv2022c"	261	281	305	394	3015	1956	313	271	118	135	4172	1860
"gene:Rv2023c"	346	445	152	235	433	120	522	466	106	159	118	223
"gene:Rv2024c"	1420	1463	463	658	1070	423	598	401	422	357	665	869
"gene:Rv2025c"	584	615	605	778	2995	2579	1290	1080	146	110	3482	2538
"gene:Rv2026c"	313	290	229	329	755	262	233	186	118	98	377	450
"gene:Rv2027c"	1475	1242	395	571	2737	922	1542	1043	178	162	1060	1232
"gene:Rv2028c"	5595	5114	267	448	10084	1352	26257	16710	193	160	2259	4215
"gene:Rv2029c"	8408	7455	827	1349	16923	3266	53997	32197	811	625	3532	6809
"gene:Rv2030c"	83813	89815	29760	48148	231522	38984	798302	514993	27557	28621	41467	78777
"gene:Rv2031c"	69750	72190	47955	76416	220712	29286	633674	491020	29767	35523	24533	70540
"gene:Rv2032"	8291	9438	7920	11246	53639	11992	49169	32260	6521	6834	6530	16298
"gene:Rv2033c"	1565	1610	1294	1937	1111	402	1129	612	62	98	353	408
"gene:Rv2034"	164	181	2434	3374	7388	5026	403	365	253	140	22156	9677
"gene:Rv2035"	172	141	2634	3375	3698	4749	159	145	169	121	17315	10583
"gene:Rv2036"	373	401	2739	3727	2815	3425	309	287	587	427	24805	13341
"gene:Rv2037c"	990	899	662	837	2169	1059	734	575	801	419	910	2816
"gene:Rv2038c"	439	344	122	179	210	58	274	181	227	135	79	160
"gene:Rv2039c"	353	378	100	105	184	53	215	167	168	122	54	153
"gene:Rv2040c"	551	512	119	198	275	64	297	215	316	201	95	158
"gene:Rv2041c"	865	772	416	613	709	181	653	508	781	506	212	625
"gene:Rv2042c"	1182	1270	1013	1427	1202	369	1062	966	1290	894	614	1620
"gene:Rv2043c"	2377	2340	2712	3580	2444	607	3691	4035	2914	2191	1019	3252
"gene:Rv2044c"	109	119	68	122	110	25	59	54	41	37	47	89
"gene:Rv2045c"	1746	1824	552	738	2031	411	1685	1218	803	530	975	2275
"gene:Rv2046"	676	598	193	320	401	108	277	198	121	141	128	369
"gene:Rv2047c"	4654	4767	1330	1980	1030	253	3154	2850	815	1165	318	868
"gene:Rv2048c"	27492	27587	9051	13305	7554	1588	27401	26140	5427	7813	2843	7969
"gene:Rv2049c"	1393	1453	193	297	1148	356	702	453	123	215	276	535
"gene:Rv2050"	1527	1452	1656	2228	10465	4299	1243	1020	1408	946	7227	11156
"gene:Rv2051c"	10630	9278	908	1223	4412	1335	5243	3818	626	829	10011	10225
"gene:Rv2052c"	7815	7207	1033	1485	5287	2575	8398	4739	568	576	14200	18003
"gene:Rv2053c"	4206	3910	739	1032	8068	3559	3048	1670	421	396	13709	16225
"gene:Rv2054"	2162	2462	222	275	699	129	1837	2305	173	304	196	412
"gene:Rv2055c"	726	736	77	96	238	32	387	186	37	61	60	72
"gene:Rv2056c"	365	370	29	24	90	14	72	37	6	18	10	34
"gene:Rv2057c"	93	111	9	9	71	13	28	11	6	5	6	21
"gene:Rv2058c"	434	437	43	55	88	12	134	50	2	14	17	24
"gene:Rv2059"	1096	1096	291	346	499	118	521	322	135	133	177	189
"gene:Rv2060"	0	0	0	0	0	0	0	0	0	0	0	0
"gene:Rv2061c"	1552	1567	98	126	1353	382	1317	1071	134	192	439	1074
"gene:Rv2062c"	4932	5164	1576	2170	2038	502	2586	2169	300	580	493	908
"gene:Rv2063"	123	120	52	92	125	43	253	257	28	28	52	67
"gene:Rv2063A"	153	196	54	104	106	37	112	89	63	78	48	94
"gene:Rv2064"	1990	2036	518	804	1146	340	1550	1137	748	737	623	1726
"gene:Rv2065"	1328	1326	214	249	705	245	792	593	193	182	328	585
"gene:Rv2066"	2143	2277	170	242	915	219	1560	1203	321	327	461	809
"gene:Rv2067c"	2158	1959	723	1054	1646	382	547	436	179	287	369	911
"gene:Rv2068c"	2268	2026	1222	1632	1345	332	828	548	362	480	393	624
"gene:Rv2069"	2681	2550	136	181	1491	535	870	442	62	65	598	455
"gene:Rv2070c"	417	389	1217	1824	329	98	248	176	64	98	154	228
"gene:Rv2071c"	273	239	1012	1474	170	43	131	83	43	67	112	118
"gene:Rv2072c"	441	491	3152	4611	500	122	266	196	97	126	239	259
"gene:Rv2073c"	251	248	3224	4678	478	162	163	121	68	105	266	239
"gene:Rv2074"	7041	7207	299	420	2957	1203	4774	3042	378	606	745	892
"gene:Rv2075c"	1534	1482	7711	10665	1671	520	1041	597	206	455	693	788
"gene:Rv2076c"	399	305	2009	2889	871	457	90	80	259	372	491	497
"gene:Rv2077c"	8730	9007	17478	21825	25388	11160	9192	7688	9491	9049	13595	14596
"gene:Rv2077A"	84	76	129	186	163	99	33	24	6	13	76	97
"gene:Rv2078"	176	141	81	107	170	59	80	95	41	30	43	71
"gene:Rv2079"	971	909	318	448	545	144	368	318	227	184	285	344
"gene:Rv2080"	756	677	125	167	416	123	390	355	94	145	143	303
"gene:Rv2081c"	1112	1028	437	617	1618	758	562	425	479	758	808	1127
"gene:Rv2082"	1866	1893	239	323	1003	260	1015	1076	445	424	486	851
"gene:Rv2083"	1690	1750	161	236	632	170	901	983	297	367	318	635
"gene:Rv2084"	2171	2273	115	164	445	76	459	537	211	255	175	508
"gene:Rv2085"	295	294	18	30	46	5	55	58	32	42	25	59
"gene:Rv2086"	60	54	32	28	34	10	8	4	14	18	5	20
"gene:Rv2087"	50	50	38	49	111	62	8	25	103	41	46	104
"gene:Rv2088"	717	730	165	180	752	269	303	188	145	161	338	1135
"gene:Rv2089c"	303	300	229	338	336	137	200	184	230	143	174	480
"gene:Rv2090"	254	245	99	125	163	51	116	84	149	121	71	96
"gene:Rv2091c"	6254	6383	3123	4486	7393	2093	8584	9151	6091	3701	3411	9302
"gene:Rv2092c"	10326	10109	1792	2504	3660	845	10091	7542	6417	5173	3248	5326
"gene:Rv2093c"	4597	4576	5447	8030	2790	837	1894	1637	2300	2874	1737	3399
"gene:Rv2094c"	5392	5573	7158	10600	4364	1429	7790	8724	3308	3932	2704	6018
"gene:Rv2095c"	2493	2636	218	307	1200	246	768	544	219	208	415	1485
"gene:Rv2096c"	3834	3704	425	600	2115	507	992	698	340	396	725	2375
"gene:Rv2097c"	6789	6794	872	1272	7256	2624	3588	2508	723	654	2092	5579
"gene:Rv2100"	207	184	83	134	134	35	186	150	15	19	33	76
"gene:Rv2101"	10335	9993	630	860	3766	915	7047	4449	719	908	1023	1388
"gene:Rv2102"	2097	2258	90	127	510	68	1658	1069	155	207	155	288
"gene:Rv2103c"	1589	1489	658	855	1005	365	394	264	247	280	527	1916
"gene:Rv2104c"	700	603	360	406	646	285	156	119	103	80	348	854
"gene:Rv2105"	67	94	124	173	75	27	55	60	9	23	26	60
"gene:Rv2106"	120	134	383	531	147	56	42	53	21	30	46	87
"gene:Rv2107"	72	111	42	64	494	102	23	17	7	8	97	137
"gene:Rv2108"	312	326	142	201	1157	286	298	272	71	85	454	365
"gene:Rv2109c"	7907	7335	2110	2981	4749	1525	2747	1945	2154	2506	2203	4205
"gene:Rv2110c"	9826	9543	5490	7674	7431	2789	4194	3725	3114	3631	3561	6697
"gene:Rv2111c"	2038	2089	2934	3343	2640	929	3142	3176	1545	1361	1353	2157
"gene:Rv2112c"	6225	6450	1395	1882	2594	584	2994	2422	948	1100	740	1424
"gene:Rv2113"	800	886	241	321	587	263	297	186	79	159	172	362
"gene:Rv2114"	809	693	98	140	819	337	342	268	103	132	291	416
"gene:Rv2115c"	18543	19160	12882	17584	38291	6823	38004	40472	29485	22918	12940	41957
"gene:Rv2116"	693	572	163	218	831	349	256	199	50	68	208	654
"gene:Rv2117"	50	38	46	67	59	16	26	8	3	13	22	78
"gene:Rv2118c"	1266	1286	500	722	594	181	481	384	73	98	135	262
"gene:Rv2119"	859	897	101	142	401	135	402	272	28	53	56	116
"gene:Rv2120c"	1108	1069	281	353	1795	976	515	364	55	101	658	631
"gene:Rv2121c"	231	267	700	922	546	204	85	72	45	65	279	564
"gene:Rv2122c"	23	29	373	504	146	48	6	6	21	13	24	197
"gene:Rv2123"	23	26	952	1194	255	37	23	10	34	25	45	764
"gene:Rv2124c"	14165	13423	4574	6232	19656	6108	8694	7564	4188	5356	10193	26037
"gene:Rv2125"	3208	3334	663	820	3372	826	1935	1521	861	747	1328	3954
"gene:Rv2126c"	247	278	294	494	195	78	146	152	91	76	135	307
"gene:Rv2127"	7701	7059	877	1090	4608	2399	1746	1367	320	422	1503	2647
"gene:Rv2128"	1577	1392	187	205	908	341	322	274	60	91	308	580
"gene:Rv2129c"	1194	1204	678	874	1228	366	897	767	489	533	513	970
"gene:Rv2130c"	2909	2907	1213	1720	2309	986	2004	1756	1132	1006	1055	3225
"gene:Rv2131c"	4699	5229	2431	3426	5024	2664	5440	5074	2969	3081	3168	5550
"gene:Rv2132"	396	347	227	338	631	277	142	85	77	66	228	497
"gene:Rv2133c"	1558	1634	1355	1800	2813	1363	1064	794	1028	1080	1576	4002
"gene:Rv2134c"	4528	4138	3955	5187	8573	3544	4871	4067	5856	6423	4541	11014
"gene:Rv2135c"	3314	3151	233	340	1200	386	1023	800	167	236	522	1401
"gene:Rv2136c"	5305	5014	518	678	4381	1606	1996	1671	568	785	1507	3111
"gene:Rv2137c"	21427	23519	2043	2634	37718	9393	33254	28267	7142	7193	9070	28918
"gene:Rv2138"	3664	3513	1134	1498	5710	4825	1730	1369	467	631	3186	5526
"gene:Rv2139"	3116	3328	567	850	2000	1246	952	678	254	314	1028	2243
"gene:Rv2140c"	496	542	556	756	1221	2013	583	619	152	198	337	679
"gene:Rv2141c"	1310	1370	1607	2157	1412	529	607	458	181	305	461	1052
"gene:Rv2142c"	230	228	333	415	417	231	35	37	36	72	185	811
"gene:Rv2142A"	579	684	543	685	1391	708	401	439	142	174	609	2466
"gene:Rv2143"	1094	1243	935	1189	2855	1058	945	749	1475	1208	2294	3048
"gene:Rv2144c"	4359	3758	979	1323	4791	963	2146	1375	477	765	1021	1816
"gene:Rv2145c"	12380	10612	4127	5354	14100	2713	6444	4488	2132	2724	2698	6700
"gene:Rv2146c"	2467	2157	1790	2554	3520	1284	1437	1033	1260	1237	1343	2234
"gene:Rv2147c"	9138	8034	503	697	7300	2823	9443	6803	504	635	755	1276
"gene:Rv2148c"	1548	1511	136	190	750	183	595	374	140	198	238	847
"gene:Rv2149c"	3446	3420	470	739	2221	654	2108	1382	787	1009	867	2800
"gene:Rv2150c"	13579	13506	1081	1523	6645	1731	10668	6420	1091	2128	1430	5180
"gene:Rv2151c"	2536	2466	151	247	790	120	1487	1062	361	338	125	416
"gene:Rv2152c"	4234	4513	252	404	1619	331	3138	2358	768	815	343	869
"gene:Rv2153c"	5453	5779	604	879	2913	840	6325	3437	1537	1489	749	1942
"gene:Rv2154c"	11303	11087	540	719	4518	909	14711	11659	1840	2245	602	997
"gene:Rv2155c"	5870	5753	823	1146	3622	1001	7350	6029	2140	2091	881	1725
"gene:Rv2156c"	4197	4396	672	950	2856	830	5023	4139	2861	2444	1235	1658
"gene:Rv2157c"	4088	4002	1446	1973	3601	1528	4724	3698	5949	4551	2298	2878
"gene:Rv2158c"	12764	12287	5565	7805	16180	5065	24244	19853	36409	25819	9866	11821
"gene:Rv2159c"	9261	8587	4424	6315	21264	8200	44381	41003	24787	23515	16112	12504
"gene:Rv2160A"	1675	1709	804	1129	3476	1644	5715	4680	2729	2626	3591	2435
"gene:Rv2160c"	0	0	0	0	0	0	0	0	0	0	0	0
"gene:Rv2161c"	19693	19729	12556	18175	39077	17816	56898	46291	23647	22179	33863	29148
"gene:Rv2162c"	18079	19224	14117	20916	20563	5417	15910	12214	8478	10737	11612	4712
"gene:Rv2163c"	4796	4420	1958	2757	3796	640	2234	1724	694	618	912	1756
"gene:Rv2164c"	3685	3606	3011	4245	3795	762	3020	2173	958	880	1204	2507
"gene:Rv2165c"	2239	2123	3710	5232	3144	906	1255	705	561	494	974	2315
"gene:Rv2166c"	2502	2141	3800	4892	4956	2400	1282	912	507	549	1348	2867
"gene:Rv2167c"	117	126	407	548	129	48	40	50	21	25	46	109
"gene:Rv2168c"	106	93	215	265	299	110	61	53	35	31	131	189
"gene:Rv2169c"	1652	1616	1367	1778	9179	4228	4089	5062	1512	1022	3795	5362
"gene:Rv2170"	227	251	89	122	221	52	127	86	93	73	68	122
"gene:Rv2171"	938	893	99	135	676	270	214	143	37	63	163	325
"gene:Rv2172c"	4056	3742	1051	1326	7491	2541	1430	1139	1003	1164	3015	4352
"gene:Rv2173"	1661	1665	292	391	1110	278	635	422	543	443	362	814
"gene:Rv2174"	2344	2369	228	323	1180	295	769	554	276	324	392	914
"gene:Rv2175c"	691	662	251	314	1576	594	462	351	268	226	769	1849
"gene:Rv2176"	866	803	354	425	1660	631	444	289	346	452	673	733
"gene:Rv2177c"	527	477	194	263	430	153	146	155	127	143	184	377
"gene:Rv2178c"	6986	6666	1460	1899	4075	1043	2209	1824	872	1019	1147	4750
"gene:Rv2179c"	175	181	178	243	314	104	82	54	36	52	81	378
"gene:Rv2180c"	260	289	344	543	476	126	158	97	103	102	183	376
"gene:Rv2181"	4871	5014	372	498	4122	1588	1709	1240	787	652	1427	3591
"gene:Rv2182c"	4157	4248	3327	4712	13344	4856	4974	4402	4298	2705	5134	9362
"gene:Rv2183c"	1126	1058	354	478	1164	397	392	305	193	197	340	861
"gene:Rv2184c"	2813	3027	927	1137	3499	1204	1266	1100	477	490	1739	3137
"gene:Rv2185c"	1580	1450	344	419	2802	1010	1461	1822	396	353	1092	1565
"gene:Rv2186c"	742	810	320	380	425	122	681	855	116	142	159	192
"gene:Rv2187"	3028	3027	309	394	3910	1201	2096	1929	544	426	1697	2976
"gene:Rv2188c"	739	714	210	301	1600	489	540	432	220	201	370	637
"gene:Rv2189c"	2423	2365	118	165	1130	150	398	336	26	95	67	706
"gene:Rv2190c"	17751	17661	420	586	6977	1547	5548	4047	281	852	831	6074
"gene:Rv2191"	588	534	135	172	387	84	470	343	118	99	116	238
"gene:Rv2192c"	2860	3104	552	804	1350	366	1705	1156	180	249	406	568
"gene:Rv2193"	11685	12844	176	236	11034	4355	9603	8243	182	277	3711	3119
"gene:Rv2194"	14405	14839	146	188	9440	2605	7132	5812	198	214	2658	3072
"gene:Rv2195"	24211	24489	346	472	14335	3015	13785	13731	418	553	3462	4911
"gene:Rv2196"	42671	44583	527	700	23116	3426	31779	28758	1313	1538	4813	7318
"gene:Rv2197c"	2990	3200	399	573	1849	473	3252	2156	428	513	657	1081
"gene:Rv2198c"	3045	2812	479	667	3026	1032	1696	1301	288	336	896	1002
"gene:Rv2199c"	3357	3212	316	409	2021	419	1938	1451	140	184	734	907
"gene:Rv2200c"	12202	11606	1038	1372	7018	1892	4591	3183	366	452	2101	3255
"gene:Rv2201"	1081	1089	346	488	1514	556	384	257	199	241	483	651
"gene:Rv2202c"	7349	6998	7049	9729	8474	2718	3464	2844	2528	2906	4948	11152
"gene:Rv2203"	763	814	186	270	852	292	269	155	96	104	260	437
"gene:Rv2204c"	9484	9043	9399	12540	19433	8818	9648	10554	9137	7471	11607	22211
"gene:Rv2205c"	722	676	389	469	1044	365	275	181	204	211	482	892
"gene:Rv2206"	3531	3535	1032	1251	3050	905	2120	1873	707	756	1384	4152
"gene:Rv2207"	4310	4849	587	802	2081	387	2185	1624	940	862	926	3021
"gene:Rv2208"	2388	2724	236	329	854	197	1923	1581	738	639	601	1677
"gene:Rv2209"	2148	1735	1595	2233	3918	1212	1584	1182	1079	1353	1511	1019
"gene:Rv2210c"	3794	3729	818	1105	2534	720	1929	1428	828	948	845	2264
"gene:Rv2211c"	2097	2329	252	325	1671	549	610	378	84	151	320	710
"gene:Rv2212"	1139	1184	285	400	1576	541	771	540	389	412	793	1479
"gene:Rv2213"	3058	3322	279	372	1837	483	1139	957	323	338	726	1559
"gene:Rv2214c"	6826	7387	949	1339	4241	1146	4028	3168	667	936	1349	1483
"gene:Rv2215"	9819	10157	1608	2172	8371	3917	9743	8943	2421	2506	2326	3259
"gene:Rv2216"	4442	4883	519	728	2352	755	2917	2867	1227	1241	532	1090
"gene:Rv2217"	3391	4073	552	735	4496	2024	2897	2542	1541	1116	1843	3953
"gene:Rv2218"	3514	3598	455	671	3539	1145	2235	2052	1424	992	1270	3785
"gene:Rv2219"	5116	5010	1520	2314	3213	836	3537	3085	6390	3764	1252	4434
"gene:Rv2219A"	556	629	350	479	776	229	531	396	285	318	354	512
"gene:Rv2220"	11702	11609	1538	1895	19788	9988	17459	16492	1244	1874	2109	3508
"gene:Rv2221c"	7911	8505	1022	1648	8942	1866	4505	3464	1813	1836	3096	7135
"gene:Rv2222c"	10732	10814	1440	1798	13537	5410	3953	3364	1081	1137	3191	6061
